---;
Bogennummer: '39599';
Ort: Isen;
Gid: 92043;
Transliterationsprojekt: ;
Erstelldatum: ;
Änderungsdatum: ;
Satzversion: 1;
...;
WS1;Im Winda flieg’n de truckan Blattl’n (Lāban) in da Luft rum (umanānda).
WS2;Es <(ös)> hörts schneibn glei auf, nacha werds Weda wieda bessa. 
WS3;Thua d’Kohln in Ofa, daß d’Mili bald z’kocha ofangt.
WS4;Da guate alte Mo is mit’n Roß durchs Eis brocha u. ins kolte Wassa gfall’n <(gfo’n)>. 
WS5;Er is vor vier oda sechs Wochan gstarbm.
WS6;D’Feua is z’groß gwen, d Küachln san ja auf da untan Seitn ganz vabrennt. 
WS7;Er ißt d’Oar allwei ohne Salz u. Pfeffa. 
WS8;D Hax’n thean ma weh i moa i hobs durchiglaffa. 
WS9;I bi bei da Frau gwen u. hob eams gsagt, u. sie hat g’sagt sie werds ihra Tachta sagn. 
WS10;I wills nim̄a wieda thoa. 
WS11;I drisch da glei mit’n Kolöffe oani um d’Ouhrn, du Aff!
WS12;Wo gehst hi, solln ma mit dia göh?
WS13;Es san schlechtö Zeit’n. 
WS14;Mei liabs Kind bleib da herunt stöh‘ die bösn Gens beiß‘n di tot. 
WS15;Du host heut am mehran glernt u. bist brav gwen, du drefst fruha hoam geh als die Andan. 
WS16;Du bist no nöt groß gnua um a Flaschn Wei ausz’tringa, du muaßt erst no a bisl wachsn u. greßa wern. 
WS17;Geh sei so guat u. sog deina Schwesta sie solls Gwand für enga Muada förti nahn u. mit da Bürstn sauba macha. 
WS18;Hättst‘n kennt, nacha wars andars kem̄a u. es stand bessa um eam. 
WS19;Wer hot ma mein Fleischkarb gstohln?
WS20;Er hot so da gleicha tho, als hettn s’n zon dreschn bstellt, se habms aba sellm tho. 
WS21;Wem hot a die neu Gschicht vozählt. 
WS22;Ma <muß> muaß stark schreia, sunst vosteht er uns nöt. 
WS23;Mia san miad u. ham Durscht. 
WS24;Wia ma gestan auf d’Nacht zrück kem̄a san, san dö Andan scho im Bett glegn u. ham fest g’schlafa. 
WS25;Da Schnee is bei da Nacht bei uns rum liegn bliebn, aba heut in da früah is a g’schmolzn. 
WS26;Hinta unsrm Haus stenga z schöun Öpfebam̄erl mit rothn Apferl. 
WS27;Kin̄ts nöt no a bröcke <(Bissä)> auf uns wart’n nacha gem̄a a mit eng.
WS28;Es dearfts nöt solche Kindreien treibn. 
WS29;Unsre Berg san nöt recht hoch, dö engern san viel höhor.
WS30;Wieviel Pfund Wurscht u. wieviel Brot wollts hab’m. 
WS31;I vosteh eng nöt, es muaßts a‘ bisserl lauta red’n. 
WS32;Habts koa Stückerl weiße Soafa för mi auf mein Tisch g’funna. 
WS33;Sei Bruda will si zwoa schöne neue Häusa in engern Gartn bau’n. 
WS34;Dös Wort is eam von Herzn kem̄a. 
WS35;Dös is recht gwen̄ von eng. 
WS36;Was sitzn da für Vögerl obm aufn Mäuerl. 
WS37;De Bauern habm 5 Ochs’n u. neu Küah u. zwölf Schof vors Darf bracht, de habns vokaafa wolln. 
WS38;D’Leut san heunt alle draußt aufm Feld u. māhn. 
WS39;Geh no zua, da braune Hund thuat da nix. 
WS40;I bi mit de Leut da hint’n über d’Wies’n ins Kourn g’fahrn. 
