---;
Bogennummer: '25167';
Ort: Adelebsen;
Gid: 117160;
Transliterationsprojekt: SiN;
Erstelldatum: ;
Änderungsdatum: ;
Satzversion: 1;
...;
WS1;Jm Winter fleiget dä drügen Bläre dor dä Luft herüm.
WS2;Et hört gle-ik up tä ßne-in, dann wird dat Wedder wehr better.
WS3;Dau Kohlen in’n Ohmen, dat dä Melk an te koken fenget.
WS4;Dä gaue ale Mann is met d’m Päre dort I’se broken un in’t kale Water fallen.
WS5;Hei is vor veer oder seß Weken storben.
WS6;Dat F͡uier was sa heit, dä Kauken sind ja unnen ganz s’warte brennt.
WS7;Hei ett dä Eiere ümmer ohne Salt un Pepper.
WS8;Dä Feute dauet meck sau weih, eck gläwe, eck hewwe se dor’ lapen.
WS9;Eck bin be’r Frouen west un hewwet ör seggt, un sei se’e se wollt ak örer Dochter seggen.
WS10;Eck willt ak nich mähr wehr dau’n.
WS11;Eck sla’e Deck gle͡-ik mett’n Kokeleppel ümme dä Ahren, dou Ape!
WS12;Wo geiß’n henn, söl we mett Deck gahn?
WS13;Et sind schlechte Te͡-in-en!
WS14;Me͡-in leiwe Kind, ble͡-iff he͡-i-er unnen stahn, dä bäsen Gäuse be͡-itet Deck daat.
WS15;Dou hest hu͡-ite am mährsten lärt un bist artig west, dou draffst eher nah Hous gahn as dä Andern.
WS16;Dou bist noch nich grat genaug, ümm un Flasch We͡-in outtedrinken, dou maust erst noch en Enne wassen un grötter währ’n.
WS17;Gah, se͡-i sau gaut uns egg De͡-iner S’wester, sä soll dä Kläre vor joue Mutter ferrig nägen un mett der Bösten rein maken.
WS18;Herrest Dou en kennt! Denn wöret anderst-e komen, un et dehe better ümme öhnn stahn.
WS19;Wer het meck me͡-inen Karf mett Fleisch-e stohlen?
WS20;"Hei deh sau, as herren sei öhnn taun Daschen bestellt; se hewwet et aber sülweste dohn."
WS21;Wähne het hei dä ne͡-ie Geschichte vertellt?
WS22;Man maut loue bölken, süst versteihte össeck nich.
WS23;We͡-i sind meuhe un hewwet Dost.
WS24;As we͡-i gißern Abend terreue keimen, da leigen dä Andern all’in Bedde un wöhren feste am slapen.
WS25;Da S’nei is düsse Nacht be͡-i össeck le͡-en bleben, awer huite Morgen is’e s’multen.
WS26;Hinder ousen House staht drei schäne Appelbämchen mett rahen Äppeln.
WS27;Köhn je͡-i nich noch en Agenblick up össeck teum’n, dann gaht we͡-i mett jöck.
WS28;Je͡-i dröwet nich sau Kindere͡-ein dre͡-iben.
WS29;Ouse Barge sind nich ganz haag, joue sind vele höcher.
WS30;Wo vele Pund Wost un wo vele Brat will je hemmen?
WS31;Eck verstohe jöck nich, je͡-i möttet n betten louer spräken.
WS32;Hewwe je͡-i kein Stücke witte Säpe vor meck up me͡-inen Dische funnen?
WS33;Se͡-in Brauder will seck twei schäne ne͡-ie Huiser in jouen Garn bouen.
WS34;Dat Word kamm öhnn von Harten.
WS35;Dat was recht von sei!
WS36;Wat sittet da vor Vögelkens oben up der M͡uiern?
WS37;Dä Bouern harren fe͡-if Ossen un negen Keue un twölf Schape vor’t Dörp brocht, dä wollen se verkäpen.
WS38;Da Lu͡-ie sind hu͡-ite alle up en Felle un mäget.
WS39;Gah man, dä broune Hund deit deck nitts.
WS40;Eck sinn mett den Luien da hinnen ower dä We͡-ische in’t Kohren föhrt.
