---;
Bogennummer: '46689';
Ort: Loose;
Gid: 108306;
Transliterationsprojekt: Viola Wilcken;
Erstelldatum: ;
Änderungsdatum: ;
Satzversion: 1;
...;
WS1;In ne Winder flegt de dröge Blärer in ne Luft herum
WS2;Dat hört glieks op to schnien dann ward dat Werrer <Weller> werrer <weller> bäter
WS3;Krieg Köhl in ne Abent dat de Melk bald anfangt to kaaken
WS4;De gure ohle Mann is mit dat Peerd dör dat Iis braaken un in dat koole Waater follen
WS5;He is vör veer orer söß Wochen storbn
WS6;Dat Für wehr to hitt de Kooken sünd ja ünner ganz schwart brennd
WS7;He itt de Eier ümmer ohne Solt un Päber
WS8;De Food dohn mi weh ick gloof ick hef se dörgahn
WS9;Ick bin bi de Fru west un hef ehr dat segt un se säh se woll dat uck to ehr Dogder seggen
WS10;Ick will dat uck nich mehr weller dohn
WS11;Ick schlaa di gliks mit de Schleef ümme Ohren du Aap
WS12;Wo geihst du hin schüld wi mid di gahn
WS13;Dat sünd schlechte Tiden
WS14;Min leewes Kind bliif hier ünner stahn de bösen Göös biid di doht
WS15;Du hest vun daag am mehrsten leerd un bist artig west, du dörfst fröher to Huus gahn as de annern
WS16;Du bist nog nich groot noch um en Buddel Wien uttodrinken, du mußt nog wassen un grötter warn
WS17;Gah sie so gut un seg to din Schwester se scholl de Kleeder för ju Modder ferdig neien un mid de Böst rein maaken
WS18;Harrst du em kennd denn wehr dat anners kamen un dat stünn bäter um ehn
WS19;Wer hett mi min Korf mit Fleesch stahlen
WS20;He dä so as harn se em to döschen bestellt, se hebbt dat aawer (nich) dahn
WS21;Wer hett he de nie Geschichte vertelld
WS22;Man mutt luud schrien sünst versteiht he uns nich
WS23;Wi sünd möht un hebbt Döst
WS24;As wi güstern Abend torüg keemen da leegen de annern all to Bett un wahrn fast in schlapen
WS25;De Schnee is disse Nacht liggen bläm awers vun Morgns is he schmöllt
WS26;Achter unser Huus stahd dree schöne Appelböhme mit rohre Appeln
WS27;Könnt ji nich nog en lütte Ogenblick op uns tööm denn gaht wi mit ju
WS28;Ji dörft nich sohn Kinneri driim
WS29;Unser Bargn sünd nich so hoch ju sünd vähl höger
WS30;Wo vähl Pund Wust un wo vähl Brod wüllt ji hem
WS31;Ick verstah ju nich ji möt en beten harer schnacken <(luder spräcken)>
WS32;Hebbt ji keen witte Stück Seep op min Disch funn
WS33;Sin Brorer will sick twee schöne Hüser in ju Gaarn buen
WS34;Dat Wort keem em vont Hart
WS35;Dat wehr recht von se
WS36;Watt sidd dar vör Vageln babn op de Muur
WS37;De Buurn harn fief Ossen un nägen Köh un twölf Schaap vör dat Dörp bröcht de wulln se verköpen
WS38;De Lüüd sünd vun daag all buten op dat Feld to meien
WS39;Gah man de brune Hund deiht di nicks
WS40;Ick bin mit de Lüüd da achter äwer de Wiisch int Korn fohrn
