---
Bogennummer: 52971D
Ort: Behrendorf
Sprache: Dänisch
Bogentyp: NMD_1879/80
Erhebung: ''
Transliterationsprojekt: ''
Transliterent: Stephanie Leser
Anmerkungen: "{Anmerkungen:\n-\t"í" hat noch normalen i-Punkt unter Diakritikum.\n\
  -\t's' bei "st" nicht immer ganz eindeutig erkennbar.}"
...
WS01	
WS02	De hejllee gelik op a snie oa saa vä́r e Wehr beer ijen.
WS03	Líg Koall i e Kacklunj, dírr e Mjilk bajl begyjener á koag 
WS04	
WS05	
WS06	
WS07	
WS08	
WS09	
WS10	
WS11	
WS12	
WS13	
WS14	
WS15	
WS16	Du ést i noj nen ick stur noek for at dríck en Boddel Wiin ûr, du mutt fö́st ricks et Stück inojnee a vu störr.
WS17	
WS18	
WS19	
WS20	Hajn gürt sajnt, som wenn die har bestijlt ham te tenschen, am die hérr gürt er schille
WS21	
WS22	
WS23	
WS24	
WS25	
WS26	
WS27	
WS28	
WS29	
WS30	
WS31	
WS32	
WS33	
WS34	
WS35	
WS36	
WS37	
WS38	
WS39	
WS40	
