---;
Bogennummer: '39589';
Ort: Finsing;
Gid: 76825;
Transliterationsprojekt: ;
Erstelldatum: ;
Änderungsdatum: ;
Satzversion: 1;
...;
WS1;Im Wīnd‘a fliegn de drūcken Bläta in dr Luft rum. 
WS2;Es hert glei auf z’schneia, nacha wird’s Weder bessa.
WS3;Thua Kohl’n in Ofa, daß d’Mīli bal z’kocha āfangt. 
WS4;Der guat olt Mo is mit’n Roß durch’s Eis brōcha und ins kālte Wosser g’fulln. 
WS5;Er is voar vier oder sechs Wochn gschtarm. 
WS6;S’Feuer war z’schtark, Kūcha san ja unt’n ganz schwarz brennt. 
WS7;Er ißt d’Oar ohne Salz und Pfeffa. 
WS8;D’Füß thoäma weah, i glaub, i hos durchglaufa. 
WS9;I bi bei der Frau gwen und hobs ihr g’sogt und es hot g’sogt, se will’s a ihra Tachta sogn. 
WS10;I will’s a nimmer thoa!
WS11;I schlog de glei mit’n Kochlöffi um Aurn du Aff (du g’selchter)!
WS12;Wo geahst du hi, sollma mit dir geah?
WS13;Es san schlechte Zeit’n!
WS14;Mēi liābs Kind, bleib do ūnt’n stēah, die bös’n Gens beiß’n de toat. 
WS15;Du host heut’ am meist’n g’lernt, u. bist ārti g’we’n, du derft früha hoam geah als di andern. 
WS16;Du bist no nit gruaß gnua um a Flaschn Wei austrīnka, du muaßt rescht no öbas wachsn u. greßa wern. 
WS17;Geh, sei so guat u. soags deina Schwösta, sie soit dö Gewānda für önga Muātta firtö mahn u. mit da Bürschn rein macha. 
WS18;Hest du ihn k’ennt! naha wats anders kēmma u. es that bössa um oam schteh. 
WS19;Wer hoat ma mein Karb mit Fleisch gschtoin? 
WS20;Er hoat so tho ois hensn zum dreschn bschtellt, sie hams aba soaba tho. 
WS21;Wem hoat a dö nei Gschicht vozoat?
WS22;Ma muaß laut schrein, sunst vosteht a uns nit. 
WS23;Mia hant miad und ham durscht. 
WS24;Als mia göstön a Neoacht hoam koama sand, do hant dö Andan siho om Bött glöng u. ham fest gschlafa.
WS25;Da Schnea ist dö Noacht boi ins löng bliem, aba hoüt Margn ist a scho gschmoizn.
WS26;Hinta insam Haus stöhnt drei schönö Öpföbäumchen mit rauthn Öpfön.
WS27;Kints ös nit no ein Augenblickchen auf ins wart’n, nacha göhn mia mit öng. 
WS28;Ös däfts nit solhe Kindarein dreim. 
WS29;Insanö Berg sant nit sehr hoach, dö öngan sind voi höha. 
WS30;Wiavoi Pfund Wurscht und wiavoi Braud wollts ös hom?
WS31;I vosteh öng nit, ös miaßts a bißei lauta sprecha. 
WS32;Habts ös koa Stückl weißö Soafa fi mi auf mein Tisch gfundn? 
WS33;Sei Brūada woit sich zwei schönö Hēisa in öngan Gartn baun. 
WS34;Dös kam öahm von Herzn. 
WS35;Dös war recht von öahm. 
WS36;Dös, Woas sitzn do für Vögl am dem Mäuerl.
WS37;Dö Bauern ham fünf Ohsn und nei Kiah und zwoilf Schäfchen vor dös Darf broacht, dö ham sie vokafa woin. 
WS38;Dö Leit hant heit oisam daußt auf dem Feld und mahn. 
WS39;Geh no, da brau Hund thuat da nigs. 
WS40;I bi mit dö Leit do hintn üba dö Wies as Koun gfahn. 
